FormName,FormFreq,Username,Q1,Q2,Q3,Q4,Q5,Date,ID
Autistica - Adjustments,7,67512682,Sometime people misread my facial expressions,My typing speed has increased a lot,Some things which I have tried are: Advanced notice of changes,I watched a film about: a cyber hacker,I think there should be better pathways to requesting adjustments,2/1/19,312
Autistica - Adjustments,7,87436666,My manager often criticises me,I was able to network well this week which I usually struggle with,I've not had much success asking for the following: Ergonomic wrist rest and keyboard.,I watched a film about: a mathematic genius,Really enjoying this app,2/1/19,313
Autistica - Adjustments,7,28755653,I was reallocated a new desk even though I liked my old desk,I have reduced the arguments I have with people,I would like to have more of: Specifying clear action points in emails so that recipients understand what is being asked of them,I read a newspaper article about: excellent autistic creativity,I'm finding this app sort of helpful,2/1/19,314
Autistica - Adjustments,7,66722819,Every birthday my office buys me cake but I don't eat cake,I feel really depressed that I have only been told that I have failed,I have tried the following: Site blocker software to avoid internet distractions,I saw a story about a: superior focus,Nope,2/1/19,315
Autistica - Adjustments,7,65438804,I asked for instructions to be written down but they are still provided verbally,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Examples of good adjustments include: No overnight stays,I saw a story about a: low income and employment for autistic people,Nope,2/1/19,316
Autistica - Adjustments,7,15938146,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I have felt less depressed,I would like to have more of: Laptop stand (neck and back support),I saw a story about a: excellent autistic creativity,I think there has been enough research on younger populations,2/1/19,317
Autistica - Adjustments,7,37603401,Not sure what to say,I managed my anxiety before a big presentation better,Here are some things that have helped Consistent job duties,I watched a film about: low income and employment for autistic people,I think there should be more research in to employment opportunities,2/1/19,318
Autistica - Adjustments,7,23337145,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I have successfully managed a team to complete a project,"What has really helped is: Online access to further information about sources of support for job role, mental health and wellbeing",I watched a film about: superior focus,I think there should be more research in to employment opportunities,2/1/19,319
Autistica - Adjustments,7,99599196,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Examples of good adjustments include: Avoiding physical contact if requested (e.g. no handshakes),I watched a film about: superior focus,Visualisations are nice,2/1/19,320
Autistica - Adjustments,7,25718877,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I enjoyed my work this week,Here are some things that have helped Desk fan,I saw a story about a: difficulty in switching between tasks,I think there should be better pathways to requesting adjustments,2/1/19,321
Autistica - Adjustments,7,97909632,I was reallocated a new desk even though I liked my old desk,I changed the way I work and it has led to more prodcutivity,Here are some things that have helped A team culture of quieter lunchtime conversations,I read a newspaper article about: bad parenting,Nope,2/1/19,322
Autistica - Adjustments,7,40268226,My manager sucks,I have felt less depressed,I have requested this: Avoiding negative language in the workplace (e.g. autism as a tragedy).,I watched a film about: difficulty in switching between tasks,I can’t think of any right now,2/1/19,323
Autistica - Adjustments,7,63985686,My manager sucks,I was successful in factoring in enough time to arrive at meetings without feeling flushed,I have requested this: Clear signage throughout building and designated quiet areas,My friend told me about another friend who said that:  excellent autistic creativity,Really enjoying this app,2/1/19,324
Autistica - Adjustments,7,63237915,I don’t like socialising but it is compulsory to network as part of my job,I taught my coworkers to use this app,I have requested this: Frequent feedback,I watched a film about: a cyber hacker,I think there has been enough research on younger populations,2/1/19,325
Autistica - Adjustments,7,50544037,I had to do training on fire and safety even though I completed three months ago,I have felt less depressed,I have requested this: Frequent feedback,I read a newspaper article about: difficulty in switching between tasks,I think there should be more research in to employment opportunities,2/1/19,326
Autistica - Adjustments,7,14286843,I'm always asked to shake hands of clients but I don’t like to touch other people,I changed jobs and used this app to transfer my reasonable adjustments ,Here are some things that have helped More patience and flexibility from colleagues regarding misunderstandings.,I read a newspaper article about: a cyber hacker,I can’t think of any right now,2/1/19,327
Autistica - Adjustments,7,53175760,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I feel really depressed that I have only been told that I have failed,Some things which I have tried are: Software to improve accessibility (e.g. screen reader),I watched a film about: a mathematic genius,I'm finding this app sort of helpful,2/1/19,328
Autistica - Adjustments,7,56361261,I was barely thinking about a bare bear bearing a bare bear before an actual bear appeared in the canteen. I didn’t understand why so I ran away. There was another bear in the lobby though. It makes no sense,I have reduced the arguments I have with people,I would like to have more of: Software to improve accessibility (e.g. screen reader),I watched a film about: excellent autistic creativity,Really enjoying this app,2/1/19,329
Autistica - Adjustments,7,66411825,I don’t like socialising but it is compulsory to network as part of my job,Not many successes to report unfortunately ,I would like to have more of: Clear signage throughout building and designated quiet areas,My friend told me about another friend who said that:  difficulty in switching between tasks,Nope,2/1/19,330
Autistica - Adjustments,7,34060153,People start working too early in the morning and my request to start later was refused,I managed my anxiety before a big presentation better,Some things which I have tried are: Colleagues refrain from wearing strong perfumes if asked,I read a newspaper article about: a mathematic genius,I think there should be more research in to employment opportunities,2/1/19,331
Autistica - Adjustments,7,11168511,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I haven’t had any success,What has really helped is: Ability to control temperature,I read a newspaper article about: low income and employment for autistic people,Nope,2/1/19,332
Autistica - Adjustments,7,85920205,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I was able to use text instead of speech to interact in the meeting,I have requested this: Evolving job role based on strengths,I watched a film about: low income and employment for autistic people,I can’t think of any right now,2/1/19,333
Autistica - Adjustments,7,83766303,Every birthday my office buys me cake but I don't eat cake,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,What has really helped is: Working near familiar and understanding colleagues,I read a newspaper article about: a mathematic genius,I think there should be better pathways to requesting adjustments,2/1/19,334
Autistica - Adjustments,7,64793738,I'm always asked to shake hands of clients but I don’t like to touch other people,I have felt less depressed,What has really helped is: Offering the option to refuse taking on more work (since some employees find it very difficult to say no),My friend told me about another friend who said that:  low income and employment for autistic people,Not sure what to say,2/1/19,335
Autistica - Adjustments,7,59096037,I don’t like socialising but it is compulsory to network as part of my job,I was successufl in extending my contract,Examples of good adjustments include: More patience and flexibility from colleagues regarding misunderstandings.,I watched a film about: low income and employment for autistic people,I can’t think of any right now,2/1/19,336
Autistica - Adjustments,7,77773077,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Here are some things that have helped Remote working option,My friend told me about another friend who said that:  low income and employment for autistic people,Really enjoying this app,2/1/19,337
Autistica - Adjustments,7,47375033,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I have successfully managed a team to complete a project,"What has really helped is: Accurate job descriptions (e.g. not emphasising social presentation skills when not necessary, clarifying likelihood of taking on additional responsibilities)",I watched a film about: a mathematic genius,I think there should be better pathways to requesting adjustments,2/1/19,338
Autistica - Adjustments,7,39847852,I don’t like socialising but it is compulsory to network as part of my job,I was successful in meeting my deadlines,Examples of good adjustments include: Remote working option,I saw a story about a: bad parenting,Not sure what to say,2/1/19,339
Autistica - Adjustments,7,68971632,People start working too early in the morning and my request to start later was refused,I have successfully managed a team to complete a project,I have requested this: Ergonomic chair,My friend told me about another friend who said that:  a cyber hacker,I think there should be better pathways to requesting adjustments,2/1/19,340
Autistica - Adjustments,7,22090963,Communication is not happening the way I have requested,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,I would like to have more of: Secondary glazing (heat and sound protection),I read a newspaper article about: bad parenting,Nope,2/1/19,341
Autistica - Adjustments,7,60377624,People start working too early in the morning and my request to start later was refused,I was successful in meeting my deadlines,I've not had much success asking for the following: Secondary glazing (heat and sound protection),I saw a story about a: difficulty in switching between tasks,I think there should be better pathways to requesting adjustments,2/1/19,342
Autistica - Adjustments,7,30738880,I asked for instructions to be written down but they are still provided verbally,I changed jobs and used this app to transfer my reasonable adjustments ,Here are some things that have helped Minimise meeting attendance,I read a newspaper article about: a cyber hacker,I'm finding this app sort of helpful,2/1/19,343
Autistica - Adjustments,7,86589369,I was reallocated a new desk even though I liked my old desk,I use dmy noise cancelling headphones really well,I have requested this: Set hours for responding to emails,I saw a story about a: superior focus,I would like to upgrade this app,2/1/19,344
Autistica - Adjustments,7,66155821,I asked not to be moved to another team but this was rejected,I was successufl in extending my contract,I have requested this: Fast response to malfunctioning equipment (e.g. flashing light),I saw a story about a: low income and employment for autistic people,I'm finding this app sort of helpful,2/1/19,345
Autistica - Adjustments,7,61677296,People start working too early in the morning and my request to start later was refused,I enjoyed my work this week,I have requested this: Allocated parking space,I read a newspaper article about: low income and employment for autistic people,I think there should be more research in to employment opportunities,2/1/19,346
Autistica - Adjustments,7,56419454,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I was able to use text instead of speech to interact in the meeting,I've not had much success asking for the following: Maximise personal space where possible (e.g. spaced out seating in meetings),I watched a film about: excellent autistic creativity,Nope,2/1/19,347
Autistica - Adjustments,7,86397034,Sometime people misread my facial expressions,I was successufl in extending my contract,Here are some things that have helped Trialling workspace before starting,My friend told me about another friend who said that:  a mathematic genius,I can’t think of any right now,2/1/19,348
Autistica - Adjustments,7,41455969,I don’t like cookies but my team keeps celebrating cookies,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Some things which I have tried are: Extra time meeting with managers,I watched a film about: difficulty in switching between tasks,I can’t think of any right now,2/1/19,349
Autistica - Adjustments,7,23394144,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I was able to use text instead of speech to interact in the meeting,Here are some things that have helped Desk fan,I saw a story about a: excellent autistic creativity,Visualisations are nice,2/1/19,350
Autistica - Adjustments,7,21326904,People start working too early in the morning and my request to start later was refused,I was successful in meeting my deadlines,Here are some things that have helped Ergonomic chair,I read a newspaper article about: low income and employment for autistic people,I think there should be more research in to employment opportunities,2/1/19,351
Autistica - Adjustments,7,44980497,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I have more confidence in meetings,I have tried the following: Realistic manager expectations,I saw a story about a: a mathematic genius,Not sure what to say,2/1/19,352
Autistica - Adjustments,7,38982647,I asked for instructions to be written down but they are still provided verbally,I haven’t had any success,Some things which I have tried are: Allocated desk (i.e. in otherwise hot-desking environment),I saw a story about a: excellent autistic creativity,I can’t think of any right now,2/1/19,353
Autistica - Adjustments,7,80484260,I had to do training on fire and safety even though I completed three months ago,I have more confidence in meetings,"I have requested this: Accurate job descriptions (e.g. not emphasising social presentation skills when not necessary, clarifying likelihood of taking on additional responsibilities)",I saw a story about a: difficulty in switching between tasks,Not sure what to say,2/1/19,354
Autistica - Adjustments,7,24052776,Not sure what to say,It's so frustrating because I feel that I am close to success but it never really happens,I would like to have more of: More time for tasks,I saw a story about a: a mathematic genius,Nope,2/1/19,355
Autistica - Adjustments,7,70538701,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,My typing speed has increased a lot,I have requested this: Extra time meeting with managers,I saw a story about a: excellent autistic creativity,Visualisations are nice,2/1/19,356
Autistica - Adjustments,7,89804580,I don’t like socialising but it is compulsory to network as part of my job,I haven’t had any success,Some things which I have tried are: Fast response to malfunctioning equipment (e.g. flashing light),I watched a film about: bad parenting,I think there should be more research in to employment opportunities,2/1/19,357
Autistica - Adjustments,7,17191527,I don’t like socialising but it is compulsory to network as part of my job,I have felt less depressed,I have requested this: Advanced notice of changes,I saw a story about a: superior focus,I'm finding this app sort of helpful,2/1/19,358
Autistica - Adjustments,7,12248148,My manager often criticises me,It's so frustrating because I feel that I am close to success but it never really happens,What has really helped is: Desk fan,I saw a story about a: a cyber hacker,Really enjoying this app,2/1/19,359
Autistica - Adjustments,7,14567809,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I have successfully managed a team to complete a project,"I would like to have more of: Online access to further information about sources of support for job role, mental health and wellbeing",I read a newspaper article about: bad parenting,Not sure what to say,2/1/19,360
Autistica - Adjustments,7,53779464,People start working too early in the morning and my request to start later was refused,I worked in the quite room and that was very productive,I would like to have more of: Handouts in advance of training/ presentations,I read a newspaper article about: excellent autistic creativity,Not sure what to say,2/1/19,361
Autistica - Adjustments,7,97777931,I'm always asked to shake hands of clients but I don’t like to touch other people,I enjoyed my work this week,What has really helped is: Process for having concerns recorded and taken seriously,I read a newspaper article about: a mathematic genius,I would like to upgrade this app,2/1/19,362
Autistica - Adjustments,7,99713717,I don’t like cookies but my team keeps celebrating cookies,I taught my coworkers to use this app,What has really helped is: Tinted glasses (to minimise overpowering lights),My friend told me about another friend who said that:  a mathematic genius,I'm finding this app sort of helpful,2/1/19,363
Autistica - Adjustments,7,93466703,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I was praised by my coworkers but not my manager,I have tried the following: Remote working option,I read a newspaper article about: superior focus,I think there has been enough research on younger populations,2/1/19,364
Autistica - Adjustments,7,37419497,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I was able to network well this week which I usually struggle with,I have tried the following: Avoiding open plan office,I saw a story about a: difficulty in switching between tasks,Nope,2/1/19,365
Autistica - Adjustments,7,35358065,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",Not many successes to report unfortunately ,Here are some things that have helped Avoiding unnecessary metaphorical and idiomatic language.,I saw a story about a: a mathematic genius,Nope,2/1/19,366
Autistica - Adjustments,7,86131995,"I think there could be better communication, when I get instructions verbally I am overwhelmed",It's so frustrating because I feel that I am close to success but it never really happens,Some things which I have tried are: No role-play on training courses,I saw a story about a: a cyber hacker,I think there should be more research in to employment opportunities,2/1/19,367
Autistica - Adjustments,7,57180656,Every birthday my office buys me cake but I don't eat cake,I was praised by my coworkers but not my manager,I've not had much success asking for the following: Clear signage throughout building and designated quiet areas,I watched a film about: a mathematic genius,Not sure what to say,2/1/19,368
Autistica - Adjustments,7,62929404,My manager often criticises me,I changed the way I work and it has led to more prodcutivity,I have tried the following: Noise-cancelling headphones,My friend told me about another friend who said that:  low income and employment for autistic people,I can’t think of any right now,2/1/19,369
Autistica - Adjustments,7,30901982,I asked for instructions to be written down but they are still provided verbally,I was able to use text instead of speech to interact in the meeting,"What has really helped is: Maintain consistent job roles, patters and working partners",I saw a story about a: excellent autistic creativity,Nope,2/1/19,370
Autistica - Adjustments,7,93085379,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I worked in the quite room and that was very productive,Here are some things that have helped Offering the option to refuse taking on more work (since some employees find it very difficult to say no),I read a newspaper article about: difficulty in switching between tasks,Not sure what to say,2/1/19,371
Autistica - Adjustments,7,77431644,Sometime people misread my facial expressions,I taught my coworkers to use this app,Here are some things that have helped A team culture of not eating lunch at desks,My friend told me about another friend who said that:  bad parenting,Visualisations are nice,2/1/19,372
Autistica - Adjustments,7,67013133,Communication is not happening the way I have requested,It's so frustrating because I feel that I am close to success but it never really happens,I have tried the following: Weekly plan with manager,I read a newspaper article about: superior focus,I think there should be better pathways to requesting adjustments,2/1/19,373
Autistica - Adjustments,7,13838301,I asked not to be moved to another team but this was rejected,I changed jobs and used this app to transfer my reasonable adjustments ,Examples of good adjustments include: Flexibility to eat lunch separately from colleagues,I read a newspaper article about: excellent autistic creativity,I'm finding this app sort of helpful,2/1/19,374
Autistica - Adjustments,7,66718298,Not sure what to say,I have successfully managed a team to complete a project,Here are some things that have helped Access to other job opportunities within the company,My friend told me about another friend who said that:  difficulty in switching between tasks,Not sure what to say,2/1/19,375
Autistica - Adjustments,7,24641611,Sometime people misread my facial expressions,I changed the way I work and it has led to more prodcutivity,What has really helped is: Ability to control temperature,I saw a story about a: a mathematic genius,I would like to upgrade this app,2/1/19,376
Autistica - Adjustments,7,67388864,I asked for instructions to be written down but they are still provided verbally,I was successful in factoring in enough time to arrive at meetings without feeling flushed,I have requested this: Repositioning of desk (e.g. in corner to avoid being startled),I watched a film about: bad parenting,I would like to upgrade this app,2/1/19,377
Autistica - Adjustments,7,25055544,Communication is not happening the way I have requested,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,What has really helped is: Allocated parking space,My friend told me about another friend who said that:  bad parenting,I would like to upgrade this app,2/1/19,378
Autistica - Adjustments,7,24503298,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I have successfully managed a team to complete a project,Examples of good adjustments include: Weekly plan with manager,I read a newspaper article about: a mathematic genius,Not sure what to say,2/1/19,379
Autistica - Adjustments,7,43928283,I'm always asked to shake hands of clients but I don’t like to touch other people,I was able to use text instead of speech to interact in the meeting,Examples of good adjustments include: Evolving job role based on strengths,I read a newspaper article about: superior focus,Really enjoying this app,2/1/19,380
Autistica - Adjustments,7,19630284,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I changed jobs and used this app to transfer my reasonable adjustments ,I've not had much success asking for the following: Avoiding negative language in the workplace (e.g. autism as a tragedy).,I saw a story about a: difficulty in switching between tasks,I'm finding this app sort of helpful,2/1/19,381
Autistica - Adjustments,7,87042105,I asked for deadlines but I was not given them. ,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Some things which I have tried are: Avoiding negative language in the workplace (e.g. autism as a tragedy).,I saw a story about a: a mathematic genius,I think there has been enough research on younger populations,2/1/19,382
Autistica - Adjustments,7,71593024,My manager often criticises me,I have reduced the arguments I have with people,Some things which I have tried are: Flexible deadlines,My friend told me about another friend who said that:  difficulty in switching between tasks,I think there has been enough research on younger populations,2/1/19,383
Autistica - Adjustments,7,31866214,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I enjoyed my work this week,Some things which I have tried are: Remote working option,My friend told me about another friend who said that:  low income and employment for autistic people,Visualisations are nice,2/1/19,384
Autistica - Adjustments,7,97162166,Communication is not happening the way I have requested,I was praised by my coworkers but not my manager,Here are some things that have helped Access to senior mentoring,I watched a film about: a mathematic genius,I can’t think of any right now,2/1/19,385
Autistica - Adjustments,7,41273901,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I changed the way I work and it has led to more prodcutivity,I have requested this: Ear plugs,I read a newspaper article about: superior focus,I think there has been enough research on younger populations,2/1/19,386
Autistica - Adjustments,7,43440948,I asked for instructions to be written down but they are still provided verbally,I managed my anxiety before a big presentation better,What has really helped is: Online accessible resources about getting up to speed in a new role,I saw a story about a: a cyber hacker,Nope,2/1/19,387
Autistica - Adjustments,7,77705205,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I use dmy noise cancelling headphones really well,Examples of good adjustments include: Flexi-time to avoid commuting in rush hour,I saw a story about a: bad parenting,Really enjoying this app,2/1/19,388
Autistica - Adjustments,7,58358243,I don’t like cookies but my team keeps celebrating cookies,I have reduced the arguments I have with people,I've not had much success asking for the following: Software to improve accessibility (e.g. screen reader),I saw a story about a: a mathematic genius,Really enjoying this app,2/1/19,389
Autistica - Adjustments,7,47815963,I'm always asked to shake hands of clients but I don’t like to touch other people,I enjoyed my work this week,What has really helped is: Avoiding unnecessary metaphorical and idiomatic language.,I read a newspaper article about: a mathematic genius,Nope,2/1/19,390
Autistica - Adjustments,7,69828639,Communication is not happening the way I have requested,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Here are some things that have helped Training staff on neurodiversity and specific needs,My friend told me about another friend who said that:  low income and employment for autistic people,I think there should be better pathways to requesting adjustments,2/1/19,391
Autistica - Adjustments,7,38868666,I was reallocated a new desk even though I liked my old desk,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Here are some things that have helped More patience and flexibility from colleagues regarding misunderstandings.,My friend told me about another friend who said that:  bad parenting,Visualisations are nice,2/1/19,392
Autistica - Adjustments,7,72888018,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,It's so frustrating because I feel that I am close to success but it never really happens,Examples of good adjustments include: Tinted glasses (to minimise overpowering lights),My friend told me about another friend who said that:  low income and employment for autistic people,I think there has been enough research on younger populations,2/1/19,393
Autistica - Adjustments,7,43522829,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I was successful in factoring in enough time to arrive at meetings without feeling flushed,"I've not had much success asking for the following: Online access to further information about sources of support for job role, mental health and wellbeing",I watched a film about: a cyber hacker,Nope,2/1/19,394
Autistica - Adjustments,7,41811454,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I ate less gluten which is harder than it sounds,I have requested this: Maximise personal space where possible (e.g. spaced out seating in meetings),I read a newspaper article about: bad parenting,I think there should be more research in to employment opportunities,2/1/19,395
Autistica - Adjustments,7,40690745,I asked not to be moved to another team but this was rejected,I changed the way I work and it has led to more prodcutivity,I've not had much success asking for the following: Visual partitions of workspace (i.e. to minimise distraction and sound),I watched a film about: a cyber hacker,I think there should be more research in to employment opportunities,2/1/19,396
Autistica - Adjustments,7,25057429,People start working too early in the morning and my request to start later was refused,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,I have tried the following: Explicit communication (e.g. written instructions rather than verbal),I saw a story about a: bad parenting,Visualisations are nice,2/1/19,397
Autistica - Adjustments,7,39249976,Every birthday my office buys me cake but I don't eat cake,I had a meeting with my boss to change the lighting and it was changed,Here are some things that have helped Training staff on neurodiversity and specific needs,I saw a story about a: low income and employment for autistic people,Visualisations are nice,2/1/19,398
Autistica - Adjustments,7,63410382,I had to do training on fire and safety even though I completed three months ago,I have more confidence in meetings,Here are some things that have helped Flexibility to eat lunch separately from colleagues,I watched a film about: a mathematic genius,Nope,2/1/19,399
Autistica - Adjustments,7,61657100,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I have reduced the arguments I have with people,I've not had much success asking for the following: Minimise meeting attendance,I watched a film about: a mathematic genius,I'm finding this app sort of helpful,2/1/19,400
Autistica - Adjustments,7,22222222,We had an overnight hackathon and there were not enough vegan options,I have felt less depressed,Examples of good adjustments include: Clear signage throughout building and designated quiet areas,I read a newspaper article about: superior focus,I think there should be better pathways to requesting adjustments,2/14/19,401
Autistica - Adjustments,7,11111111,Sometime people misread my facial expressions,I managed my anxiety before a big presentation better,I have requested this: Minimising phone-call meetings,I read a newspaper article about: a cyber hacker,I would like to upgrade this app,2/14/19,402
Autistica - Adjustments,7,12077101,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I have more confidence in meetings,I would like to have more of: Ear defenders,I saw a story about a: a mathematic genius,I'm finding this app sort of helpful,2/14/19,403
Autistica - Adjustments,7,38961843,Sometime people misread my facial expressions,It's so frustrating because I feel that I am close to success but it never really happens,I would like to have more of: Using an internal advocate who can communicate on behalf of the employee,I watched a film about: bad parenting,I'm finding this app sort of helpful,2/14/19,404
Autistica - Adjustments,7,67611589,I was reallocated a new desk even though I liked my old desk,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Examples of good adjustments include: Allocated parking space,I saw a story about a: a mathematic genius,I'm finding this app sort of helpful,2/14/19,405
Autistica - Adjustments,7,32500162,My manager often criticises me,I have felt less depressed,Some things which I have tried are: Explicit communication (e.g. written instructions rather than verbal),I saw a story about a: a mathematic genius,I can’t think of any right now,2/14/19,406
Autistica - Adjustments,7,90705766,Every birthday my office buys me cake but I don't eat cake,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,I've not had much success asking for the following: Work away from fire doors (which slam shut),I saw a story about a: excellent autistic creativity,I'm finding this app sort of helpful,2/14/19,407
Autistica - Adjustments,7,46465154,I asked for deadlines but I was not given them. ,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,I have tried the following: Flexible deadlines,I saw a story about a: bad parenting,I think there should be more research in to employment opportunities,2/14/19,408
Autistica - Adjustments,7,36480781,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I was praised by my coworkers but not my manager,What has really helped is: Ergonomic wrist rest and keyboard.,I read a newspaper article about: a mathematic genius,I think there has been enough research on younger populations,2/14/19,409
Autistica - Adjustments,7,86004302,Sometime people misread my facial expressions,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Here are some things that have helped Flexibility to eat lunch separately from colleagues,I saw a story about a: a cyber hacker,Not sure what to say,2/14/19,410
Autistica - Adjustments,7,74046800,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I have reduced the arguments I have with people,I have requested this: Online accessible resources about getting up to speed in a new role,I read a newspaper article about: difficulty in switching between tasks,I think there has been enough research on younger populations,2/14/19,411
Autistica - Adjustments,7,67512682,I don’t like cookies but my team keeps celebrating cookies,I taught my coworkers to use this app,What has really helped is: Site blocker software to avoid internet distractions,I read a newspaper article about: superior focus,I think there should be better pathways to requesting adjustments,2/14/19,412
Autistica - Adjustments,7,87436666,I don’t like socialising but it is compulsory to network as part of my job,Not many successes to report unfortunately ,I would like to have more of: Avoiding open plan office,My friend told me about another friend who said that:  excellent autistic creativity,Really enjoying this app,2/14/19,413
Autistica - Adjustments,7,28755653,We had an overnight hackathon and there were not enough vegan options,I had a meeting with my boss to change the lighting and it was changed,Here are some things that have helped Longer time to familiarise with new routine when there are changes,I read a newspaper article about: low income and employment for autistic people,I think there should be better pathways to requesting adjustments,2/14/19,414
Autistica - Adjustments,7,66722819,Communication is not happening the way I have requested,I was successufl in extending my contract,I have tried the following: Colleagues refrain from wearing strong perfumes if asked,My friend told me about another friend who said that:  excellent autistic creativity,I think there should be more research in to employment opportunities,2/14/19,415
Autistica - Adjustments,7,65438804,Sometime people misread my facial expressions,I use dmy noise cancelling headphones really well,I would like to have more of: Avoiding physical contact if requested (e.g. no handshakes),I saw a story about a: bad parenting,Nope,2/14/19,416
Autistica - Adjustments,7,15938146,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I use dmy noise cancelling headphones really well,Examples of good adjustments include: Minimising public-facing responsibilities,I saw a story about a: excellent autistic creativity,Not sure what to say,2/14/19,417
Autistica - Adjustments,7,37603401,Communication is not happening the way I have requested,It's so frustrating because I feel that I am close to success but it never really happens,"Examples of good adjustments include: Online access to further information about sources of support for job role, mental health and wellbeing",I watched a film about: a cyber hacker,I think there should be better pathways to requesting adjustments,2/14/19,418
Autistica - Adjustments,7,23337145,I asked for deadlines but I was not given them. ,I use dmy noise cancelling headphones really well,Some things which I have tried are: Blue screen filter for computer screen,I saw a story about a: a mathematic genius,Really enjoying this app,2/14/19,419
Autistica - Adjustments,7,99599196,I asked for instructions to be written down but they are still provided verbally,I taught my coworkers to use this app,Here are some things that have helped Working near familiar and understanding colleagues,I saw a story about a: excellent autistic creativity,I think there should be better pathways to requesting adjustments,2/14/19,420
Autistica - Adjustments,7,25718877,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I feel really depressed that I have only been told that I have failed,Some things which I have tried are: More time for tasks,My friend told me about another friend who said that:  a cyber hacker,I'm finding this app sort of helpful,2/14/19,421
Autistica - Adjustments,7,97909632,My manager often criticises me,I managed my anxiety before a big presentation better,Here are some things that have helped Flexible deadlines,I saw a story about a: low income and employment for autistic people,Visualisations are nice,2/14/19,422
Autistica - Adjustments,7,40268226,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I had a meeting with my boss to change the lighting and it was changed,"What has really helped is: Maintain consistent job roles, patters and working partners",I watched a film about: bad parenting,I think there has been enough research on younger populations,2/14/19,423
Autistica - Adjustments,7,63985686,Not sure what to say,I ate less gluten which is harder than it sounds,Here are some things that have helped Explicit communication (e.g. written instructions rather than verbal),I read a newspaper article about: difficulty in switching between tasks,I think there has been enough research on younger populations,2/14/19,424
Autistica - Adjustments,7,63237915,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I was successful in meeting my deadlines,Here are some things that have helped Online accessible resources about getting up to speed in a new role,I saw a story about a: excellent autistic creativity,Nope,2/14/19,425
